ordinal	address	ghidra_name	def_name	names_agree
10035	0x6f8e85f0	SetTextBoxScrollBarPosition	CONTROL_GetType	no
10036	0x6f8e8110	SetTextBoxColumnCount	ARCHIVE_FreeArchives	no
10037	0x6f8e88a0	ScrollTextBoxToLine	ARCHIVE_LoadArchives	no
10038	0x6f8e9ff0	AddAccountListEntry	D2Win_GetArchive	no
10039	0x6f8f6770	GetTableSelectedRowIndex	ARCHIVE_LoadCellFile	no
10040	0x6f8f7090	GetLastError	ARCHIVE_LoadCellFileWithFileSize	no
10041	0x6f8e8b00	DestroyTextBoxControl	ARCHIVE_FreeCellFile	no
10042	0x6f8f4df0	EditData_SetString	D2Win_10042_TEXTBOX_Create	no
10043	0x6f8eed40	CopyGlobalRenderBuffer	D2Win_10043_TEXTBOX_Destroy	no
10044	0x6f8f7060	SafeDereferencePointer	D2Win_10044	no
10045	0x6f8eec70	CreateProgressBarControl	D2Win_10045	no
10046	0x6f8f6720	GetTableRowByIndex	D2Win_10046	no
10047	0x6f8f7ad0	SetControlUserData	D2Win_10047	no
10048	0x6f8f59e0	CLIENT_DestroyTextEditControl	D2Win_10048	no
10049	0x6f8ef790	SetImageControlProperties	D2Win_10049	no
10050	0x6f8f8490	DestroyControlByType	D2Win_10050_TEXTBOX_SetLine	no
10051	0x6f8f2720	RenderUnicodeTextWrapper	D2Win_10051	no
10052	0x6f8f7c90	InitializeD2WinSystem	D2Win_10052_TEXTBOX_GetNumLines	no
10053	0x6f8f7a90	SetFocusedControl	D2Win_10053	no
10054	0x6f8ec4a0	DestroyCompositeControl	D2Win_10054	no
10055	0x6f8f2080	CLIENT_MeasureUnicodeTextWidthLimited	D2Win_10055	no
10056	0x6f8f0c40	UnlinkAndReleaseControl	D2Win_10056	no
10057	0x6f8f61b0	CreateTextEditControl	D2Win_10057	no
10058	0x6f8f0150	D2WIN_SetControlOverlayCallback	D2Win_10058_0	no
10059	0x6f8f2410	WordWrapUnicodeText	D2Win_10059	no
10060	0x6f8f1450	D2WIN_CleanupSmackVideoResources	D2Win_10060	no
10061	0x6f8e8310	GetTextBoxLineCount	D2Win_10061	no
10062	0x6f8eedf0	CheckControlDeactivateTimeout	D2Win_10062	no
10063	0x6f8eeba0	SetProgressBarValue	SCROLLBAR_Create	no
10064	0x6f8f5450	SetScrollbarMaxPosition	SCROLLBAR_Destroy	no
10065	0x6f8ef2d0	D2WIN_LoadActPalette	SCROLLBAR_GetMaxSteps	no
10066	0x6f8f2200	ReleaseFontGraphicsResources	SCROLLBAR_SetMaxSteps	no
10067	0x6f8e8350	ClearTextBoxLine	SCROLLBAR_GetCurrentStep	no
10068	0x6f8efd70	D2WIN_CreateAnimatedImageControl	SCROLLBAR_SetCurrentStep	no
10069	0x6f8f64a0	ResetTimerControl	SCROLLBAR_SetTextBox	no
10070	0x6f8f2730	CLIENT_SetTextRenderingWithCallback	D2Win_10070_EDITBOX_Create	no
10071	0x6f8ef750	SetImageControlRect	D2Win_10071_EDITBOX_Destroy	no
10072	0x6f8eb4b0	GetLastError	D2Win_10072	no
10073	0x6f8ea6d0	ShowInsertExpansionDiscDialog	D2Win_10073	no
10074	0x6f8eabb0	WIN_GetScrollbarStepSize	D2Win_10074	no
10075	0x6f8eb240	UnlinkAndReleaseControl	D2Win_10075	no
10076	0x6f8f6dd0	D2WIN_CreateTableControl	D2Win_10076	no
10077	0x6f8eac50	WIN_SetScrollBarPosition	D2Win_10077_EDITBOX_GetText	no
10078	0x6f8f0c50	CLIENT_CreateButtonControl	D2Win_10078_IsNumber	no
10079	0x6f8e8ab0	SetTextBoxSelectedLine	D2Win_10079_IsLetter	no
10080	0x6f8ec770	SetControlActiveFrame	D2Win_10080_EDITBOX_SetNextEditBox	no
10081	0x6f8eabe0	SetScrollbarCurrentValue	D2Win_10081	no
10082	0x6f8eb650	SetEditBoxTextFields	D2Win_10082	no
10083	0x6f8f1e60	GetCurrentFontLineHeight	D2Win_10083	no
10084	0x6f8ea050	DestroyAccountListEntries	IMAGE2_Create	no
10085	0x6f8f18f0	CLIENT_SetTooltipText	IMAGE_Destroy	no
10086	0x6f8eaa20	OpenMpqArchives	IMAGE_SetCellFile	no
10087	0x6f8e8020	GetTextBoxLastLineIndex	IMAGE_SetCoordinates	no
10088	0x6f8ea340	D2WIN_ReleaseFontResources	IMAGE_SetFrame	no
10089	0x6f8e8690	GetTextBoxScrollPosition	IMAGE_ForceNormalDrawMode	no
10090	0x6f8f1240	RegisterEventHandler	IMAGE_GetFrameCount	no
10091	0x6f8f0700	SetButtonFlags	PROGRESSBAR_Create	no
10092	0x6f8eed30	UnlinkAndReleaseControl	PROGRESSBAR_Destroy	no
10093	0x6f8ec410	CLIENT_SelectCompositeFrame	PROGRESSBAR_SetProgress	no
10094	0x6f8e8400	SetTextBoxScrollRange	POPUP_Create	no
10095	0x6f8e8070	WIN_SetTextBoxSelectedLine	POPUP_Destroy	no
10096	0x6f8f2f60	CLIENT_FormatTextWithIndent	POPUP_AddLine	no
10097	0x6f8ef830	SetImageControlFrameIndices	SMACK_Create	no
10098	0x6f8f8560	CreateControlByDescriptor	SMACK_Destroy	no
10099	0x6f8f7b10	SetGlobalValue	SMACK_Decode	no
10100	0x6f8f8400	InitializeUISystem	SMACK_SetCoordinates	no
10101	0x6f8eb4c0	SetCelGlobals	SMACK_DeleteFile	no
10102	0x6f8f78b0	GetControlVisibilityFlag	ANIMIMAGE_Create	no
10103	0x6f8e9200	GetTextBoxVisibleLineCount	ANIMIMAGE_Destroy	no
10104	0x6f8f6580	UnlinkAndReleaseControl	D2Win_10104	no
10105	0x6f8f3770	ClearTextEditSelection	ANIMIMAGE_SetIsRunning	no
10106	0x6f8e8450	ClearTextBoxLines	D2Win_10106	no
10107	0x6f8f2ba0	RenderTooltipWithBackground	BUTTON_Create	no
10108	0x6f8f7920	GetControlEnabledFlag	BUTTON_Destroy	no
10109	0x6f8e84f0	SetGlobalValue11103	BUTTON_IsPressed	no
10110	0x6f8f33a0	RenderTooltipText	BUTTON_SetIsPressed	no
10111	0x6f8ea7a0	LoadArchiveFile	BUTTON_SetTextWithStringId	no
10112	0x6f8f0030	CLIENT_GetButtonCelFrameCount	BUTTON_SetCoordinates	no
10113	0x6f8ea690	ShowInsertExpansionDiscDialog	BUTTON_SimulateClick	no
10114	0x6f8e8230	GetTextBoxSelectedLineText	BUTTON_SetBaseFrame	no
10115	0x6f8f7b00	SetErrorHandlingDisabled	D2Win_10115_FONT	no
10116	0x6f8f1400	SetSmackVideoPosition	D2Win_10116	no
10117	0x6f8e8550	SetTextBoxScrollBarValue	D2Win_10117_DrawText	no
10118	0x6f8f0600	UnlinkAndReleaseControl	D2Win_10118_DrawBlendedText	no
10119	0x6f8f0ed0	DestroyPopupControl	D2Win_10119_DrawCroppedText	no
10120	0x6f8e8a30	D2WIN_SetCellTextW	D2Win_10120	no
10121	0x6f8eb420	GetControlCallbackId	D2Win_10121_GetTextWidth	no
10122	0x6f8ef6e0	InvokeImageControlClick	D2Win_10122	no
10123	0x6f8ec7c0	DestroyAllCompositeControls	D2Win_10123	no
10124	0x6f8e8640	SetTextBoxScrollPositionClamped	D2Win_10124	no
10125	0x6f8e9290	AddTextLinesToTextBox	D2Win_10125	no
10126	0x6f8ea6f0	ReleaseCelFile	D2Win_10126_DrawTextFromCache	no
10127	0x6f8f03d0	CreateTiledButtonControl	D2Win_10127_SetFont	no
10128	0x6f8ef240	LoadPalette	D2Win_10128	no
10129	0x6f8f1340	BatchRegisterEventHandlers	D2Win_10129_DrawFramedText	no
10130	0x6f8ea0a0	DestroyAccountListControl	D2Win_10130_DrawFramedTextEx	no
10131	0x6f8f78e0	SetControlVisibleFlag	D2Win_10131_GetTextDimensions	no
10132	0x6f8ebb50	GetCharacterTitlePrefix	D2Win_10132	no
10133	0x6f8e7f40	WIN_SetTextBoxLineColor	D2Win_10133	no
10134	0x6f8f08a0	D2WIN_ActivateButtonControl	D2Win_10134_DrawCellFile	no
10135	0x6f8e8830	SetTextBoxVisibility	LIST_Create	no
10136	0x6f8f3590	IsCharAlpha	LIST_Destroy	no
10137	0x6f8e9f30	RemoveAccountListEntry	D2Win_10137	no
10138	0x6f8f17a0	RenderCelSpriteAligned	D2Win_10138	no
10139	0x6f8ea6b0	ShowInsertExpansionDiscDialog	LIST_GetSelectedDataIndex	no
10140	0x6f8eb3e0	SetControlCallback	LIST_GetDataFromIndex	no
10141	0x6f8f7c00	InitializeGraphics	D2Win_10141	no
10142	0x6f8f7d40	InitializeGameDataAndVideo	D2Win_10142_CompUnitDestroy	no
10143	0x6f8f7c70	SetGlobalValue	D2Win_10143	no
10144	0x6f8f8060	ShutdownUISystem	D2Win_10144	no
10145	0x6f8f66f0	GetTableControlData	D2Win_10145	no
10146	0x6f8f3640	LinkTextEditControls	D2Win_10146	no
10147	0x6f8f7950	SetControlEnabledFlag	D2Win_10147	no
10148	0x6f8f7c40	ResetInitMode	D2Win_10148	no
10149	0x6f8f70e0	SetErrorHandlingDisabled	D2Win_10149	no
10150	0x6f8f2fa0	RenderTextWithIndent	D2Win_10150	no
10151	0x6f8f0900	GetButtonUserData	D2Win_10151	no
10152	0x6f8f35c0	IsCharDigit	D2Win_10152	no
10153	0x6f8eeda0	WIN_SetCursorMode	D2Win_10153	no
10154	0x6f8ee3c0	CreateCompositeUnit	D2Win_10154	no
10155	0x6f8ef8a0	DestroyImageControl	D2Win_10155	no
10156	0x6f8f7890	IsPointInRect	D2Win_10156	no
10157	0x6f8eb160	CreateScrollbarControl	D2Win_10157	no
10158	0x6f8ea500	CloseMpqArchives	D2Win_10158	no
10159	0x6f8f1880	IsCharacterPrintable	D2Win_10159	no
10160	0x6f8e86e0	SetTextBoxMaxScrollPosition	D2Win_10160_GetPlayerTitle	no
10161	0x6f8f00b0	SetButtonFrameIndex	D2Win_10161	no
10162	0x6f8f1c30	RenderFormattedUnicodeText	ACCOUNTLIST_Create	no
10163	0x6f8eacf0	WIN_SetScrollbarMaxPosition	ACCOUNTLIST_Destroy	no
10164	0x6f8eee50	GetDataTableEntry	ACCOUNTLIST_FreeData	no
10165	0x6f8ea470	CheckCharacterFileExists	ACCOUNTLIST_AllocData	no
10166	0x6f8f36a0	GetTextEditBuffer	ACCOUNTLIST_RemoveEntry	no
10167	0x6f8e97c0	WIN_AddDefaultTextLineAnsi	ACCOUNTLIST_GetTextFromSelectedEntry	no
10168	0x6f8ee240	CLIENT_InitializeCompositeUnit	D2Win_10168_WINMAIN_CreateScreenshot	no
10169	0x6f8ea250	WIN_CreateAccountListControl	D2Win_10169	no
10170	0x6f8f3970	SetTextEditCallbackId	CONTROL_MouseInsideRect	no
10171	0x6f8f20c0	MeasureUnicodeTextWidth	ARCHIVE_LoadExpansionArchives	no
10172	0x6f8ec720	SetControlPositionClamped	ARCHIVE_LoadVideoArchives	no
10173	0x6f8ea820	OpenVideoArchive	ARCHIVE_UnloadExpansionArchives	no
10174	0x6f8f0070	ResetButtonFrameState	ARCHIVE_ShowInsertPlayDiscMessage	no
10175	0x6f8f6cf0	ConvertCharToUnicodeAndProcess	D2Win_10175_GetPL2Shift	no
10176	0x6f8f7b60	SetDisplayMode	D2Win_10176	no
10177	0x6f8f2700	GetTextDimensions	D2Win_10177	no
10178	0x6f8e8500	GetTextBoxScrollbarStepSize	D2Win_10178	no
10179	0x6f8eb3a0	SetControlInputHandler	D2Win_10179	no
10180	0x6f8ea710	LoadArchiveData	D2Win_10180	no
10181	0x6f8ef6b0	SetImageControlFlags	TIMER_Destroy	no
10182	0x6f8f0110	SetButtonPosition	D2Win_10182	no
10183	0x6f8ebe80	SetControlEmblem	ARCHIVE_ShowInsertCinematicsDisc	no
10184	0x6f8f2fe0	D2WIN_SelectFont	D2Win_10184	no
10185	0x6f8f4e70	ConvertCharToUnicodeAndSetEditData	D2Win_10185	no
10186	0x6f8e8a50	SetTableCellTextAnsi	BUTTON_SetText	no
10187	0x6f8f7eb0	WIN32_CaptureScreenshot	D2Win_10187	no
10188	0x6f8eac80	GetScrollbarCurrentPosition	D2Win_10188	no
10189	0x6f8eacb0	SetScrollbarPosition	BUTTON_SetStringId	no
10190	0x6f8eed70	RenderColoredText	D2Win_10190	no
10191	0x6f8f6b90	ListAddItem	D2Win_10191	no
10192	0x6f8ef7e0	SetImageControlTextAndFlags	D2Win_10192	no
10193	0x6f8ef5e0	SetImageControlAnimParam	D2Win_10193	no
10194	0x6f8eb340	SetControlFirstField	D2Win_10194	no
10195	0x6f8e85a0	SetTextBoxScrollBarStepSize	D2Win_10195	no
10196	0x6f8f7070	SetLastInventoryItem	D2Win_10196	no
10197	0x6f8e9ee0	WIN_GetAccountListSelectedText	D2Win_10197	no
10198	0x6f8f15a0	D2WIN_CreateSmackVideoControl	D2Win_10198	no
10199	0x6f8f7af0	StopMessageLoop	D2Win_10199	no
10200	0x6f8ebe00	LoadAllItemPalettes	D2Win_10200	no
10201	0x6f8f6470	InitializeTimerControl	D2Win_10201	no
10202	0x6f8f36e0	SetTextEditFilterCallback	D2Win_10202	no
10203	0x6f8f7b50	GfxInterface_CallMethod0xD4	D2Win_10203_TEXTBOX	no
10204	0x6f8e9c00	CreateTextBoxControl	D2Win_10204	no
10205	0x6f8ebd00	SetControlFontBySize	ARCHIVE_ShowInsertExpansionDiscMessage	no
10206	0x6f8f1010	AddPopupMenuItem	D2Win_10206	no
