ordinal	address	ghidra_name	def_name	names_agree
10040	0x6fa8add0	CLIENT_InitVideoDevice	WINDOW_ShowAll	no
10041	0x6fa8b080	CLIENT_DispatchRenderer	WINDOW_GetDimensions	no
10042	0x6fa8b8a0	D2GFX_ClampRendererState	D2GFX_SetOption	no
10043	0x6fa888b0	CLIENT_GetAppBarRightEdge	WINDOW_Activate	no
10044	0x6fa87ed0	CLIENT_InvalidateRect	D2GFX_StartDraw	no
10045	0x6fa8b9f0	CLIENT_ValidateRenderBounds	D2GFX_EndScene	no
10046	0x6fa8afb0	RENDERER_InvokeIndex37	D2GFX_GetBackBuffer	no
10047	0x6fa8b210	CLIENT_GetSkipTileCulling	D2GFX_HardwareAcceleratedRenderMode	no
10048	0x6fa87fb0	GetHwndGame	D2GFX_SetPalette	no
10049	0x6fa8b260	GRAPHICS_ToggleGrStateValue	D2GFX_SetPaletteTables	no
10050	0x6fa8bba0	GFX_InvokeRendererCallback	D2GFX_SetAmbientColor	no
10051	0x6fa8adb0	CLIENT_IsHardwareRendering	D2GFX_UtilDiamond	no
10052	0x6fa87da0	CLIENT_InvokeRendererFunc12	D2GFX_UtilRect	no
10053	0x6fa8b220	GFX_ToggleTileCulling	D2GFX_UtilFilledRect	no
10054	0x6fa8b8d0	CLIENT_SetPrev2RendererState	D2GFX_UtilPoint	no
10055	0x6fa8b2b0	RegisterShutdownCallback	D2GFX_DrawBox	no
10056	0x6fa87f10	CLIENT_SetWindowMode	D2GFX_DrawBoxAlpha	no
10057	0x6fa8b800	D2GFX_Close	D2GFX_DrawLine	no
10058	0x6fa8bb20	CLIENT_InvokeRendererCallback28	D2GFX_ClearScreen	no
10059	0x6fa87fc0	CLIENT_SetGraphicsState	SCALE_UpdateFactor	no
10060	0x6fa88360	D2GFX_ChangeDisplayMode	SCALE_GetFactor	no
10061	0x6fa8b120	CLIENT_CopyVideoMemory	SCALE_SetDefaultFactor	no
10062	0x6fa8b200	CLIENT_SetSkipTileCulling	SCALE_IncreaseFactor	no
10063	0x6fa87e60	CLIENT_CallRendererByIndexF	SCALE_DecreaseFactor	no
10064	0x6fa8af90	CLIENT_RenderPresent	SCALE_SetPerspectiveScale	no
10065	0x6fa8b300	CLIENT_IsGFXDisabled	SCALE_CheckPerspectivePosition	no
10066	0x6fa8b1b0	GFX_DisableFlag	SCALE_AdjustPerspectivePosition	no
10067	0x6fa880d0	D2GFX_SetWindowPosition	SCALE_ScalePerspectivePosition	no
10068	0x6fa8b180	GFX_CallRenderFunc12	SCALE_SetDefaultFactorPerspectiveFactor	no
10069	0x6fa8baf0	CLIENT_RenderInvoke	D2GFX_OutputString	no
10070	0x6fa8bad0	CLIENT_RenderFrame	D2GFX_DebugDraw	no
10071	0x6fa8ba90	CLIENT_InvokeRenderer0x2c	TEXTURE_CelFlatSpriteDraw	no
10072	0x6fa885a0	D2GFX_CreateGameWindow	TEXTURE_CelDraw	no
10073	0x6fa8b1a0	CLIENT_RenderPresent	TEXTURE_CelDrawColor	no
10074	0x6fa8b020	CLIENT_InvokeRendererConditional	TEXTURE_CelDrawEx	no
10075	0x6fa8bb80	CLIENT_RenderDispatch33	TEXTURE_CelDrawShadow	no
10076	0x6fa87c80	CLIENT_DrawPrimitive	TEXTURE_CelDrawHilight	no
10077	0x6fa8b2d0	IsAdvancedRendererType	TEXTURE_CelDrawClipped	no
10078	0x6fa8b340	GetRendererType	TEXTURE_DebugFillBackBuffer	no
10079	0x6fa8aff0	RenderInvoke	D2GFX_FloorTileDraw	no
10080	0x6fa87f70	GFX_InvokeRendererFunction	TILE_TileDrawLit	no
10081	0x6fa8b280	RegisterShutdownCallback	TILE_TileDrawTrans	no
10082	0x6fa8b1d0	RENDERER_PresentBackBuffer	TILE_ShadowTileDraw	no
10083	0x6fa8b2e0	CLIENT_SetLegacyRendererMode	D2GFX_10083	no
10084	0x6fa8b4b0	CLIENT_CleanupGfxOnInitFailure	D2GFX_10084	no
10085	0x6fa8adf0	GFX_InvokeRenderer6	D2GFX_10085	no
10086	0x6fa87f00	CLIENT_EndScene	D2GFX_10086	no
10087	0x6fa9d470	?rInitialWindowRect@@3UtagRECT@@A	D2GFX_10087	no
