pref_addr	pref_base	ordinal	category	name
0x6fd62c00	0x6fd50000	10570	LOG	LOG_WriteDebugLogEntry
0x6fd62d20	0x6fd50000	10721	Misc	ToggleGlobalLogFile
0x6fd632a0	0x6fd50000	10991	DATATBLS	DATATBLS_CopyLevelTileRecord
0x6fd63340	0x6fd50000	10333	DATATBLS	DATATBLS_GetBeltTxtEntry
0x6fd681e0	0x6fd50000	10097	MONSTER	MONSTER_SetDataField08
0x6fd681f0	0x6fd50000	10271	UNITS	UNITS_GetField08
0x6fd68200	0x6fd50000	10357	Misc	SetMissileTypeDataDword0C
0x6fd68210	0x6fd50000	10612	PATH	PATH_GetDynamicX
0x6fd68220	0x6fd50000	10834	STAT	STAT_CopyStatString
0x6fd68240	0x6fd50000	11067	Misc	GetStatListOwnerType
0x6fd68250	0x6fd50000	10437	PATH	PATH_GetOriginX
0x6fd68260	0x6fd50000	10422	Misc	FreePoolMemory
0x6fd68280	0x6fd50000	10454	CHAT	CHAT_AllocResourceSlot
0x6fd68db0	0x6fd50000	10270	Misc	ValidateTableEntryA
0x6fd68df0	0x6fd50000	10840	Misc	ValidateTableEntryB
0x6fd68e30	0x6fd50000	10290	DATATBLS	DATATBLS_GetDualTableRecord0x34_C
0x6fd68e90	0x6fd50000	10470	MONSTER	MONSTER_GetDualCompositModeRecord
0x6fd68ef0	0x6fd50000	10919	DATATBLS	DATATBLS_GetCharCompositDualRecord
0x6fd68f60	0x6fd50000	10382	BINK	BINK_GetError
0x6fd68f70	0x6fd50000	10659	Misc	BinkBufferGetError
0x6fd68f80	0x6fd50000	10974	Misc	BinkBufferGetError
0x6fd6a270	0x6fd50000	10740	INV	INV_GetInventoryPageDimensions
0x6fd6a2a0	0x6fd50000	10724	DATATBLS	DATATBLS_GetBodyLocPropertyByte
0x6fd6a2b0	0x6fd50000	10266	Misc	GetBodyLocPropertyByte48
0x6fd6a2c0	0x6fd50000	10618	DATATBLS	DATATBLS_GetBodyLocationProperty
0x6fd6a2d0	0x6fd50000	11104	MONSTER	MONSTER_GetBossCategory
0x6fd6a330	0x6fd50000	10065	MONSTER	MONSTER_GetInvGridSize
0x6fd6a3c0	0x6fd50000	10182	DATATBLS	DATATBLS_StubOrdinal10183
0x6fd6a3d0	0x6fd50000	11086	DRLG	DRLG_GetLevelTileEntryAt
0x6fd6a520	0x6fd50000	10648	MONSTER	MONSTER_IsNeutralMode
0x6fd6a550	0x6fd50000	10064	DATATBLS	DATATBLS_GetMonsterPropertyBit6
0x6fd6a5b0	0x6fd50000	10239	MONSTER	MONSTER_HasRangedAttack
0x6fd6a610	0x6fd50000	10255	DATATBLS	DATATBLS_GetMonsterPropBit
0x6fd6a6d0	0x6fd50000	10971	MONSTER	MONSTER_AllocAndSetName
0x6fd6a720	0x6fd50000	10278	DATATBLS	DATATBLS_GetMonsterLevelTilePropBit7
0x6fd6a770	0x6fd50000	10581	SKILLS	SKILLS_ResolveItemCodeOverride
0x6fd6a900	0x6fd50000	11077	Misc	GetMonsterComponentMaxTier
0x6fd6a990	0x6fd50000	10707	DATATBLS	DATATBLS_CheckField0x88
0x6fd6aa00	0x6fd50000	10751	SKILLS	SKILLS_SetOrAssignSkillLevel
0x6fd6b1d0	0x6fd50000	11136	Misc	ApplyMonsterDifficultyStatScaling
0x6fd6b280	0x6fd50000	10362	ROOM	ROOM_GetRoomDimensions
0x6fd6b880	0x6fd50000	10675	STORM	STORM_GetLastError
0x6fd6b890	0x6fd50000	10783	PATH	PATH_GetPositionEntry
0x6fd6d710	0x6fd50000	10998	DATATBLS	DATATBLS_FreeMisStreamResourceBuffer
0x6fd6d760	0x6fd50000	10330	MISSILE	MISSILE_InitializeStream
0x6fd6d7c0	0x6fd50000	10018	MISSILE	MISSILE_SetCollisionMask
0x6fd6dad0	0x6fd50000	11112	PATH	PATH_IteratePathCollisionNodes
0x6fd6dbf0	0x6fd50000	10763	Misc	StubReturnZero
0x6fd6dc00	0x6fd50000	10486	Misc	StubOrdinal10183
0x6fd6dc30	0x6fd50000	10564	Misc	StubOrdinal10183
0x6fd6dc40	0x6fd50000	10209	DATATBLS	DATATBLS_GetSafeUint
0x6fd6dc50	0x6fd50000	10635	SKILLS	SKILLS_GetSkillNodeField08Safe
0x6fd6dc70	0x6fd50000	10155	Misc	GetStructField04
0x6fd6dc90	0x6fd50000	10348	DATATBLS	DATATBLS_GetObjectDataPtr
0x6fd6dcb0	0x6fd50000	11096	Misc	GetSetItemRecordField2E
0x6fd6dd20	0x6fd50000	10284	Misc	GetStatListPrevLink
0x6fd6dd40	0x6fd50000	10157	IGNORELIST	IGNORELIST_RemoveNode
0x6fd6ddd0	0x6fd50000	10990	INV	INV_AppendInventoryRecord
0x6fd6de50	0x6fd50000	11134	Misc	GetInventoryField24
0x6fd6de70	0x6fd50000	10268	INV	INV_GetItemRecordField13E
0x6fd6de90	0x6fd50000	10508	Misc	GetInventoryField28
0x6fd6deb0	0x6fd50000	10727	Misc	SafeDereferencePointer
0x6fd6dec0	0x6fd50000	10691	Misc	GetStructField0x04
0x6fd6dee0	0x6fd50000	10642	INV	INV_IsItemTypeInInventory
0x6fd6df20	0x6fd50000	10545	STAT	STAT_FreeStatListModChain
0x6fd6df70	0x6fd50000	10170	Misc	GetStatListModChainHead
0x6fd6df90	0x6fd50000	10267	Misc	StubOrdinal10183
0x6fd6dfa0	0x6fd50000	10351	DATATBLS	DATATBLS_StubReturnZero
0x6fd6dfb0	0x6fd50000	11017	Misc	GetStatListOwnerGuid
0x6fd6dfd0	0x6fd50000	10608	Misc	Ordinal10183
0x6fd6dfe0	0x6fd50000	10251	Misc	D2Common_Ord10019
0x6fd6dff0	0x6fd50000	10869	Misc	StubOrdinal10250
0x6fd6e170	0x6fd50000	10156	Misc	GetStatListFlags
0x6fd6e190	0x6fd50000	10460	INVENTORY	INVENTORY_GetFieldC
0x6fd6e3e0	0x6fd50000	10298	Misc	GetItemUnitFieldC
0x6fd6e400	0x6fd50000	11147	Misc	GetUnitIfItem
0x6fd6e4f0	0x6fd50000	10050	INV	INV_AddItemInventoryRecord
0x6fd6e5b0	0x6fd50000	10455	INV	INV_FindIdenticalItemInInventory
0x6fd6e600	0x6fd50000	10036	Misc	GetMissileTypeDataShort04
0x6fd6e630	0x6fd50000	10475	DATATBLS	DATATBLS_HaveFireResBonus
0x6fd6e670	0x6fd50000	11139	INV	INV_GetItemAtBodyLoc
0x6fd6e710	0x6fd50000	10387	INV	INV_AllocInventory
0x6fd6e880	0x6fd50000	10004	DATATBLS	DATATBLS_CompareItemOwner
0x6fd6e8c0	0x6fd50000	10698	ITEMS	ITEMS_GetItemDataByte69
0x6fd6e8f0	0x6fd50000	10464	ITEMS	ITEMS_GetItemDataField64
0x6fd6ec30	0x6fd50000	10145	INV	INV_CountItemsByClassIdBelowQuality
0x6fd6ed00	0x6fd50000	10668	INV	INV_FindInventoryItemByCode
0x6fd6edf0	0x6fd50000	10055	DATATBLS	DATATBLS_FindItemNodeInBodyLocGrid
0x6fd6eee0	0x6fd50000	10149	Misc	HasMatchingItemInCodeGroup
0x6fd6ef90	0x6fd50000	10801	INV	INV_GetGridSlotUnit
0x6fd6f040	0x6fd50000	10967	INV	INV_CheckItemGridPlacement
0x6fd6f1f0	0x6fd50000	11148	INV	INV_CheckGridSpace
0x6fd6f6e0	0x6fd50000	10391	Misc	DestroyIgnoreListManager
0x6fd6fb80	0x6fd50000	10051	Misc	GetWeaponSlotRestrictionCode
0x6fd6fc70	0x6fd50000	10694	Misc	UpdateBodyLocLinkedUnit
0x6fd6fd40	0x6fd50000	10105	Misc	FindBodyLocUnitByItemType
0x6fd6fe10	0x6fd50000	10010	ITEMS	ITEMS_FindUnitByType
0x6fd6fef0	0x6fd50000	10281	INV	INV_HasItemType3InInventory
0x6fd6ff40	0x6fd50000	10854	Misc	FindEquippedType33Item
0x6fd70010	0x6fd50000	10902	INV	INV_GetValidatedInventoryPageItem
0x6fd700d0	0x6fd50000	10842	Misc	FindBeltSlotForItem
0x6fd70270	0x6fd50000	10962	INV	INV_GetAlternateWeapon
0x6fd70320	0x6fd50000	10061	INVENTORY	INVENTORY_FindEquippedItemByClassId
0x6fd703b0	0x6fd50000	10937	INVENTORY	INVENTORY_HasEquippedItemType
0x6fd70490	0x6fd50000	10605	Misc	GetEquippedWeaponByBodyLoc
0x6fd70620	0x6fd50000	10138	INVENTORY	INVENTORY_UpdateEquippedClassIdCache
0x6fd70700	0x6fd50000	10101	INV	INV_FindUsableWeaponByUnit
0x6fd70830	0x6fd50000	10062	INV	INV_GetEquippedItemByBodyLoc
0x6fd708e0	0x6fd50000	10956	INV	INV_FindItemSlot
0x6fd70b50	0x6fd50000	10489	Misc	CanItemFitInEquipSlot
0x6fd70bc0	0x6fd50000	10964	INV	INV_FindInventoryCharmByTier
0x6fd70fd0	0x6fd50000	10643	Misc	FindNextIdenticalItemAboveStat
0x6fd710b0	0x6fd50000	10836	INVENTORY	INVENTORY_FindIdenticalItemWithHigherStat
0x6fd711d0	0x6fd50000	10946	INVENTORY	INVENTORY_CanEquipItemInBodyLoc
0x6fd71420	0x6fd50000	10457	ITEMS	ITEMS_RebuildEquippedVisualComponents
0x6fd71710	0x6fd50000	11162	INV	INV_ClearInventoryAndRemoveAllItems
0x6fd71760	0x6fd50000	11024	INV	INV_ClearInventoryKeepCursor
0x6fd71790	0x6fd50000	10466	STAT	STAT_SetCursorItem
0x6fd717f0	0x6fd50000	10405	INV	INV_HandleSavedUnitItemState
0x6fd71b00	0x6fd50000	10646	INVENTORY	INVENTORY_RemoveItemIfOwnedByUnit
0x6fd71b40	0x6fd50000	10820	INVENTORY	INVENTORY_DestroyInventory
0x6fd71c50	0x6fd50000	10762	Misc	ValidateItemSwapPlacement
0x6fd71da0	0x6fd50000	11041	INV	INV_ValidateAndPlaceItemInInventory
0x6fd71dd0	0x6fd50000	11107	Misc	PlaceItemIntoInventory
0x6fd71e10	0x6fd50000	10133	UNITS	UNITS_GetBlockChance
0x6fd71e80	0x6fd50000	10729	Misc	ValidateAndPlaceItem
0x6fd71ee0	0x6fd50000	10655	INVENTORY	INVENTORY_PlaceItemInBeltSlot
0x6fd71f60	0x6fd50000	10013	Misc	BinkBufferSetHWND
0x6fd71fb0	0x6fd50000	10758	Misc	SetMaskedFlag
0x6fd71fe0	0x6fd50000	10197	Misc	GetMissileFieldByIndex
0x6fd72000	0x6fd50000	11171	Unnamed	Ordinal_11171
0x6fd72150	0x6fd50000	11105	ITEMS	ITEMS_GetStatBonusValueWrapper
0x6fd72170	0x6fd50000	10503	DATATBLS	DATATBLS_SetMissileParam
0x6fd721c0	0x6fd50000	10718	UNIT	UNIT_GetProfileField
0x6fd72210	0x6fd50000	10393	PRESET	PRESET_TransformTileY
0x6fd72260	0x6fd50000	10540	PLAYER	PLAYER_ScaleValueByPlayerClassAlt
0x6fd72310	0x6fd50000	10364	ITEMS	ITEMS_CheckClassRestriction
0x6fd72380	0x6fd50000	10617	DATATBLS	DATATBLS_GetItemDataByte
0x6fd723d0	0x6fd50000	10275	ITEMS	ITEMS_TestItemRecordBodyLocationFlag
0x6fd72430	0x6fd50000	10332	DATATBLS	DATATBLS_GetItemEquipType
0x6fd724c0	0x6fd50000	10438	ITEMS	ITEMS_GetItemDataField
0x6fd72510	0x6fd50000	10386	ITEMS	ITEMS_SetItemDataField0C
0x6fd72560	0x6fd50000	11063	Misc	ValidateSkillUsability
0x6fd72590	0x6fd50000	10572	ITEMS	ITEMS_GetItemDynPathData
0x6fd725f0	0x6fd50000	10536	Misc	SetItemProperty
0x6fd72640	0x6fd50000	10620	Misc	GetItemProperty
0x6fd72690	0x6fd50000	10318	ITEMS	ITEMS_IsItemNormalDroppable
0x6fd72700	0x6fd50000	10016	Misc	GetItemRecordFlagBit2
0x6fd72760	0x6fd50000	11064	ITEMS	ITEMS_GetItemRecordFlags
0x6fd727c0	0x6fd50000	10349	Misc	GetItemRecordFlagDC
0x6fd72820	0x6fd50000	11034	Misc	TestItemTypeBitMatrix
0x6fd72880	0x6fd50000	10081	ITEMS	ITEMS_GetItemRecordField13E
0x6fd728d0	0x6fd50000	10060	Misc	GetItemRecordGfxField
0x6fd72920	0x6fd50000	10211	ITEMS	ITEMS_GetItemRecordByte137
0x6fd72970	0x6fd50000	10120	ITEMS	ITEMS_GetItemRecordField108
0x6fd729a0	0x6fd50000	10213	ITEMS	ITEMS_GetItemRecordField106
0x6fd729d0	0x6fd50000	10026	DATATBLS	DATATBLS_GetItemRecordByte136
0x6fd72a20	0x6fd50000	10279	DATATBLS	DATATBLS_GetItemRecordByte135
0x6fd72a70	0x6fd50000	10602	ITEMS	ITEMS_GetItemRecordFlagDCBit3
0x6fd72ad0	0x6fd50000	10017	ITEMS	ITEMS_GetItemRecordFieldE4
0x6fd72b20	0x6fd50000	10982	ITEMS	ITEMS_GetItemRecordFieldEC
0x6fd72b70	0x6fd50000	10743	ITEMS	ITEMS_GetItemRecordFieldE8
0x6fd72bc0	0x6fd50000	10176	DATATBLS	DATATBLS_GetObjectDataField0A
0x6fd72c20	0x6fd50000	10119	DATATBLS	DATATBLS_GetItemRecordByte129
0x6fd72c80	0x6fd50000	10478	DATATBLS	DATATBLS_AppendInventoryRecord
0x6fd72cd0	0x6fd50000	10571	ITEMS	ITEMS_AreItemsInSameCodeGroup
0x6fd72e20	0x6fd50000	10048	ITEMS	ITEMS_GetItemRecordFieldByte
0x6fd72e70	0x6fd50000	11137	DATATBLS	DATATBLS_GetItemRecordByte11C
0x6fd72ec0	0x6fd50000	10553	ITEMS	ITEMS_CompareItemRecordBodyType
0x6fd72f20	0x6fd50000	10696	ITEMS	ITEMS_GetItemRecordField104
0x6fd72f50	0x6fd50000	10321	ITEMS	ITEMS_GetMissileDataField
0x6fd72f80	0x6fd50000	10108	DATATBLS	DATATBLS_GetItemTypeField10
0x6fd72ff0	0x6fd50000	10059	ITEMS	ITEMS_GetItemCode
0x6fd73050	0x6fd50000	10395	ITEMS	ITEMS_GetItemRecordFieldFD
0x6fd730a0	0x6fd50000	10082	Misc	GetItemTypeFromClassId
0x6fd730f0	0x6fd50000	11088	DATATBLS	DATATBLS_GetItemTypeFromUnit
0x6fd73130	0x6fd50000	10700	DATATBLS	DATATBLS_GetItemTypeStorageDimensions
0x6fd731a0	0x6fd50000	10114	Misc	GetItemDimensions
0x6fd731e0	0x6fd50000	10530	Misc	GetItemRecordBodyLoc
0x6fd73230	0x6fd50000	10394	ITEMS	ITEMS_GetUltraOrBaseCode
0x6fd73290	0x6fd50000	10802	ITEMS	ITEMS_GetItemRecordCode
0x6fd732e0	0x6fd50000	10664	ITEMS	ITEMS_GetUnitItemField0xC4
0x6fd73330	0x6fd50000	10238	Misc	GetItemRecordFieldC0
0x6fd73360	0x6fd50000	10556	DATATBLS	DATATBLS_GetItemTypePropertyByte16
0x6fd733b0	0x6fd50000	10710	DATATBLS	DATATBLS_GetItemTypePropertyByte14
0x6fd73400	0x6fd50000	11036	Misc	GetItemTypePropertyByte15
0x6fd73450	0x6fd50000	10208	ITEMS	ITEMS_GetItemTypePropertyByte23
0x6fd734a0	0x6fd50000	11075	DATATBLS	DATATBLS_GetStateFlagBit
0x6fd734f0	0x6fd50000	11054	ITEMS	ITEMS_GetItemEffectiveCode
0x6fd73540	0x6fd50000	10905	DATATBLS	DATATBLS_GetMonsterMaxComponentVisualTier
0x6fd73590	0x6fd50000	11155	DATATBLS	DATATBLS_GetItemTypesTxtByte13Field
0x6fd735d0	0x6fd50000	10430	DATATBLS	DATATBLS_GetItemTypeFieldE
0x6fd73610	0x6fd50000	10657	DATATBLS	DATATBLS_GetItemTypeProximityDistance
0x6fd73650	0x6fd50000	11019	ITEMS	ITEMS_SetTypeDataByte49
0x6fd73670	0x6fd50000	10931	Misc	GetItemTypeDataByte49
0x6fd73690	0x6fd50000	10467	ITEMS	ITEMS_SetItemDataByte0x48
0x6fd736b0	0x6fd50000	10588	ITEMS	ITEMS_GetItemDataByte48
0x6fd736d0	0x6fd50000	10782	Misc	CalcMissileBreakpointValue
0x6fd73700	0x6fd50000	10083	Misc	FindUnitInRoomsByTypeAndId
0x6fd73720	0x6fd50000	11030	ITEMS	ITEMS_SetItemDataByte47
0x6fd73740	0x6fd50000	10728	ITEMS	ITEMS_GetItemDataByte47
0x6fd73760	0x6fd50000	10152	Misc	SetItemDataByte46
0x6fd73780	0x6fd50000	10131	DRLG	DRLG_GetItemDataByte46
0x6fd737a0	0x6fd50000	10012	ITEMS	ITEMS_SetItemDataByte45
0x6fd737c0	0x6fd50000	10020	ITEMS	ITEMS_GetItemDataByte45
0x6fd737e0	0x6fd50000	10377	ITEMS	ITEMS_SetItemTypeDataQuantity
0x6fd73810	0x6fd50000	10086	Misc	RefreshUnitCollisionSize
0x6fd73850	0x6fd50000	10177	Misc	ValidateStatBitmask144
0x6fd73870	0x6fd50000	10892	Misc	SetItemDataFlags
0x6fd738b0	0x6fd50000	11051	MONSTER	MONSTER_GetMaxComponentVisualTier
0x6fd738e0	0x6fd50000	10838	Misc	GetItemFlags
0x6fd73900	0x6fd50000	10977	ITEMS	ITEMS_SetFlagBits18
0x6fd73940	0x6fd50000	10202	Misc	TestItemFlags
0x6fd73970	0x6fd50000	10883	Misc	SetItemDataField34
0x6fd73990	0x6fd50000	10433	ITEMS	ITEMS_GetItemDataField34
0x6fd739c0	0x6fd50000	10611	ITEMS	ITEMS_SetItemDataField32
0x6fd739e0	0x6fd50000	10380	ITEMS	ITEMS_GetItemDataField32
0x6fd73a10	0x6fd50000	10525	ITEMS	ITEMS_SetItemDataShortByIndex
0x6fd73a40	0x6fd50000	11028	ITEMS	ITEMS_GetDataShortByIndex
0x6fd73a70	0x6fd50000	11050	ITEMS	ITEMS_SetItemDataShort36
0x6fd73a90	0x6fd50000	11098	ITEMS	ITEMS_GetItemDataShort36
0x6fd73ac0	0x6fd50000	10312	ITEMS	ITEMS_SetItemDataField38ByIndex
0x6fd73af0	0x6fd50000	10257	ITEMS	ITEMS_IsUnitDualWieldClass
0x6fd73b20	0x6fd50000	10875	ITEMS	ITEMS_SetItemDataField00
0x6fd73b40	0x6fd50000	10106	ITEMS	ITEMS_GetItemQuality
0x6fd73b70	0x6fd50000	10414	ITEMS	ITEMS_SetItemDataDword10
0x6fd73bc0	0x6fd50000	10193	UNIT	UNIT_GetWeaponStyle
0x6fd73be0	0x6fd50000	10679	Misc	InitItemDataFields4_8
0x6fd73c10	0x6fd50000	10411	Misc	GetItemLevelDataPtr
0x6fd73c30	0x6fd50000	10058	Misc	DATATBLSSetItemField44
0x6fd73c50	0x6fd50000	10417	ITEMS	ITEMS_GetItemDataByte44
0x6fd73c70	0x6fd50000	10874	ITEMS	ITEMS_CreateResourceBuffer
0x6fd73ce0	0x6fd50000	10428	DATATBLS	DATATBLS_EvaluateCalcExpression
0x6fd73d70	0x6fd50000	10550	DATATBLS	DATATBLS_GetItemPropertyRecord0x94
0x6fd73e00	0x6fd50000	10225	Misc	IsItemEthereal
0x6fd73e30	0x6fd50000	10640	INV	INV_CountFilledSockets
0x6fd73ef0	0x6fd50000	11006	Misc	IsItemNotRestricted
0x6fd73f40	0x6fd50000	10218	DATATBLS	DATATBLS_GetSetItemRecord
0x6fd73f90	0x6fd50000	11161	ITEMS	ITEMS_GetEquippedSetBonusMask
0x6fd740d0	0x6fd50000	10796	Misc	GenerateDrlgLevel
0x6fd741d0	0x6fd50000	10705	PLAYER	PLAYER_IsItemDroppable
0x6fd74210	0x6fd50000	10516	Misc	IsItemQualityMagicOrAbove
0x6fd74240	0x6fd50000	10661	ITEMS	ITEMS_GetBodyLocation
0x6fd74280	0x6fd50000	10822	DATATBLS	DATATBLS_GetItemStorePage
0x6fd742d0	0x6fd50000	10089	DATATBLS	DATATBLS_GetItemTypeClass
0x6fd74320	0x6fd50000	10844	ITEMS	ITEMS_CheckItemRecordField
0x6fd743b0	0x6fd50000	10523	DATATBLS	DATATBLS_GetItemTypeField9IfStorable
0x6fd74430	0x6fd50000	10744	Misc	IsUnitInItemType
0x6fd74500	0x6fd50000	10517	Misc	FindAutoMapCellEntry
0x6fd745c0	0x6fd50000	10439	ITEMS	ITEMS_CheckIsQuestType
0x6fd745d0	0x6fd50000	10519	ITEMS	ITEMS_GetItemRecordField13E
0x6fd74610	0x6fd50000	11151	ITEMS	ITEMS_GetCollisionGfxTier
0x6fd746a0	0x6fd50000	10957	DATATBLS	DATATBLS_GetItemTypeDataByte
0x6fd746f0	0x6fd50000	10757	ITEMS	ITEMS_GetItemRecordFlag137
0x6fd74710	0x6fd50000	11000	ITEMS	ITEMS_GetActionTargetType
0x6fd747c0	0x6fd50000	10432	ITEMS	ITEMS_GetUnitItemRecordField
0x6fd74800	0x6fd50000	11079	ITEMS	ITEMS_GetItemTableFieldEC
0x6fd74b20	0x6fd50000	10624	ITEMS	ITEMS_CanItemBeGroupMatched
0x6fd74ba0	0x6fd50000	10792	DATATBLS	DATATBLS_GetItemTypePropertyByte19
0x6fd74bf0	0x6fd50000	10326	ITEMS	ITEMS_IsItemRecordByte11CSet
0x6fd74c10	0x6fd50000	10291	ITEMS	ITEMS_CompareItemBodyTypeByUnit
0x6fd74c30	0x6fd50000	10711	Misc	GetItemTypeProperty
0x6fd74c80	0x6fd50000	10217	INV	INV_CanItemFitInStoragePage
0x6fd74d00	0x6fd50000	10146	Misc	IsItemAtBaseTier
0x6fd74da0	0x6fd50000	10813	ITEMS	ITEMS_GetItemTypeSubArrayEntry
0x6fd74e10	0x6fd50000	10955	DATATBLS	DATATBLS_GetItemTypeField13_ByUnit
0x6fd74e60	0x6fd50000	11144	DATATBLS	DATATBLS_GetItemTypeEquiv2
0x6fd74eb0	0x6fd50000	10543	DATATBLS	DATATBLS_GetItemTypeEquiv1
0x6fd74ff0	0x6fd50000	10607	Misc	CheckUnitChargedSkillStatus
0x6fd750b0	0x6fd50000	10185	ITEMS	ITEMS_CanItemBeSoldToVendor
0x6fd751c0	0x6fd50000	10893	ITEMS	ITEMS_GetUnwindWithPackedDirection
0x6fd75bd0	0x6fd50000	10328	Misc	IsUnitItemAtBaseTier
0x6fd76080	0x6fd50000	10366	DATATBLS	DATATBLS_GetItemStatCostEntryC2
0x6fd760f0	0x6fd50000	10463	DATATBLS	DATATBLS_GetItemStatValueCapped
0x6fd767f0	0x6fd50000	10592	Misc	GetItemAnimationDivisor
0x6fd76930	0x6fd50000	11102	ITEMS	ITEMS_AreItemsIdentical
0x6fd76ad0	0x6fd50000	10360	Misc	CanItemDisplayQuantity
0x6fd76ba0	0x6fd50000	10918	Misc	FindMatchingCubeRecipe
0x6fd76d40	0x6fd50000	10865	Misc	IsItemDurabilityDepleted
0x6fd76da0	0x6fd50000	11015	DATATBLS	DATATBLS_GetItemAffixLevelRequirement
0x6fd76db0	0x6fd50000	10244	Misc	CheckItemEquipRequirements
0x6fd77090	0x6fd50000	10087	Misc	IsItemRepairable
0x6fd787d0	0x6fd50000	11057	Misc	CanUnitEquipWeapon
0x6fd79d00	0x6fd50000	10987	ITEMS	ITEMS_GetEncodedItemStreamSize
0x6fd79d60	0x6fd50000	10107	Misc	CalculateItemValueWrapper
0x6fd7a170	0x6fd50000	10104	DATATBLS	DATATBLS_IsItemQuantityDepleted
0x6fd7a210	0x6fd50000	10071	ITEMS	ITEMS_CalculateEquippedServiceCost
0x6fd7a3d0	0x6fd50000	10599	ITEMS	ITEMS_SetItemInventoryDisplayTier
0x6fd7a480	0x6fd50000	10992	ITEMS	ITEMS_UpdateInventoryGraphicTier
0x6fd7a5c0	0x6fd50000	11095	INV	INV_RemoveAndDeallocateItemData
0x6fd7c470	0x6fd50000	11145	ITEMS	ITEMS_ParseItemFromBitStream
0x6fd7c910	0x6fd50000	10600	DATATBLS	DATATBLS_GetDataTablePropertyStat
0x6fd7c990	0x6fd50000	10448	DATATBLS	DATATBLS_CalcCubicValue
0x6fd7c9c0	0x6fd50000	10091	Misc	GetStringIdFromSlotIndex
0x6fd7c9e0	0x6fd50000	10988	DATATBLS	DATATBLS_GetLevelRecordField
0x6fd7ca10	0x6fd50000	10606	DATATBLS	DATATBLS_GenerateRandomComposition
0x6fd7cc60	0x6fd50000	11097	Misc	GetPlayerTargetCoords
0x6fd7ccc0	0x6fd50000	10458	Misc	RollRandomHirelingStats
0x6fd7cf40	0x6fd50000	10579	SKILLS	SKILLS_EvalElementalCalc
0x6fd7cf80	0x6fd50000	10901	QUEST	QUEST_FreeResourceAndSubResource
0x6fd7cfc0	0x6fd50000	10939	QUEST	QUEST_AllocQuestRecord
0x6fd7d020	0x6fd50000	10495	QUEST	QUEST_ClearQuestBitRange
0x6fd7d070	0x6fd50000	10593	Misc	ClearMatrixBit
0x6fd7d0b0	0x6fd50000	10003	DATATBLS	DATATBLS_SetMatrixBit
0x6fd7d0f0	0x6fd50000	10174	Misc	TestBitInTable
0x6fd7d140	0x6fd50000	10795	DATATBLS	DATATBLS_GetItemAffixLevelRequirementWrapper
0x6fd7d2c0	0x6fd50000	10459	UNIT	UNIT_GetUnitMoveType
0x6fd7d810	0x6fd50000	10855	DATATBLS	DATATBLS_GetSkillDescField0x98
0x6fd7d850	0x6fd50000	10929	DATATBLS	DATATBLS_GetRoomConnectionAtCoords
0x6fd7d970	0x6fd50000	10319	SKILLS	SKILLS_GetSkillDescField0x34
0x6fd7d9b0	0x6fd50000	10207	DRLG	DRLG_CreateLevel
