pref_addr	pref_base	ordinal	category	name
0x6f9b8fd0	0x6f9b0000	10058	SOUND	SOUND_WriteChannelConfig
0x6f9b9230	0x6f9b0000	10031	SOUND	SOUND_ShutdownAudio
0x6f9b9820	0x6f9b0000	10002	SOUND	SOUND_InitDirectSoundWithFlags
0x6f9b9a10	0x6f9b0000	10013	Misc	SaveValidatedRegistryValue
0x6f9b9a30	0x6f9b0000	10035	SOUND	SOUND_GetMusicVolume
0x6f9b9a40	0x6f9b0000	10040	SOUND	SOUND_SetStoredRegistryValue
0x6f9b9a60	0x6f9b0000	10016	Misc	GetStoredRegistryValue
0x6f9b9a70	0x6f9b0000	10022	Misc	SetRegistryValue
0x6f9b9a90	0x6f9b0000	10067	SOUND	SOUND_QueryRegistryValue
0x6f9b9aa0	0x6f9b0000	10004	SOUND	SOUND_SetChannelConfig
0x6f9b9ac0	0x6f9b0000	10011	SOUND	SOUND_GetChannelConfig
0x6f9b9ad0	0x6f9b0000	10029	SOUND	SOUND_SaveCurrentRegistryValue
0x6f9b9af0	0x6f9b0000	10001	SOUND	SOUND_GetSoundRegValue
0x6f9b9b00	0x6f9b0000	10066	SOUND	SOUND_GetStoredRegistryValue
0x6f9b9b20	0x6f9b0000	10059	SOUND	SOUND_GetStoredRegistryValue
0x6f9b9b30	0x6f9b0000	10042	SOUND	SOUND_LoadSettingsFromRegistry
