pref_addr	pref_base	ordinal	category	name
0x6fe1d560	0x6fe10000	10104	CMP	CMP_ShutdownSpriteSystem
0x6fe1d680	0x6fe10000	10068	ANIM	ANIM_InitializeSpriteSystem
0x6fe1def0	0x6fe10000	10103	ANIM	ANIM_LoadOrCreateSpriteEntry
0x6fe1e1d0	0x6fe10000	10005	Misc	LoadSpriteFrameWithCache
0x6fe1e460	0x6fe10000	10034	Misc	ToggleGameRunningState
0x6fe1fc20	0x6fe10000	10031	DATATBLS	DATATBLS_ApplyTileBorderSmoothing
0x6fe214f0	0x6fe10000	10098	ANIM	ANIM_GetCelFrameDataPtr
0x6fe21520	0x6fe10000	10065	Misc	InvalidateCelFrameTextures
0x6fe215f0	0x6fe10000	10050	Misc	GetLastError
0x6fe21600	0x6fe10000	10067	Misc	SetErrorHandlingDisabled
0x6fe21610	0x6fe10000	10086	Misc	GetCelFramesPerDirection
0x6fe21640	0x6fe10000	10079	Misc	GetCelDirectionBitmask
0x6fe21670	0x6fe10000	10085	Misc	GetCelEmbeddedDataPtr
0x6fe216a0	0x6fe10000	10069	Misc	GetCelRenderDataPtr
0x6fe216d0	0x6fe10000	10002	Misc	GetCelNextPtr
0x6fe21700	0x6fe10000	10000	Misc	GetCelDataSize
0x6fe21730	0x6fe10000	10060	Misc	GetCelFlags
0x6fe21780	0x6fe10000	10080	ANIM	ANIM_BlitCelFrameClipped
0x6fe21890	0x6fe10000	10015	Misc	BlitCelFrameHorizontalClipped
0x6fe219c0	0x6fe10000	10013	Misc	BlitAllCelFrames
0x6fe21a30	0x6fe10000	10018	Misc	FlushCelTextures
0x6fe21a80	0x6fe10000	10081	ANIM	ANIM_ValidateCelAndInitModule
0x6fe21ac0	0x6fe10000	10006	ANIM	ANIM_InitializeCelFrameData
0x6fe21b90	0x6fe10000	10012	ANIM	ANIM_CloneCelData
0x6fe21d00	0x6fe10000	10030	ANIM	ANIM_ConvertRawCelToLoaded
0x6fe21ee0	0x6fe10000	10004	ANIM	ANIM_CreateCelFromRawData
0x6fe21f80	0x6fe10000	10025	ANIM	ANIM_ValidateCelDataPtr
0x6fe21fb0	0x6fe10000	10020	Misc	GetTileDirectionFrameOffset
0x6fe220a0	0x6fe10000	10095	Misc	GetTileDirectionRenderData
0x6fe22190	0x6fe10000	10102	Misc	CanUpscalePixelFormat
0x6fe221c0	0x6fe10000	10057	Misc	GetCelPixelSizeMapping
0x6fe22240	0x6fe10000	10073	Misc	GetCelFrameTableEntry
0x6fe22280	0x6fe10000	10043	Misc	GetTileSubtypeEntry
0x6fe222e0	0x6fe10000	10021	Misc	GetCelFramePixelData
0x6fe22380	0x6fe10000	10061	Misc	CopyCelFramePixelData
0x6fe22400	0x6fe10000	10094	ANIM	ANIM_IterateAllCelFramePixels
0x6fe22480	0x6fe10000	10072	ANIM	ANIM_BlitCelFrameWithSolidColor
0x6fe22580	0x6fe10000	10075	ANIM	ANIM_LoadCelFromHashTable
0x6fe22670	0x6fe10000	10100	CELCMP	CELCMP_DestroyCelCacheEntry
0x6fe22790	0x6fe10000	10023	ANIM	ANIM_AddCelFrameToQueue
0x6fe228b0	0x6fe10000	10017	Misc	CreateCelEntity
0x6fe24ec0	0x6fe10000	10091	Misc	GetPaletteBrightnessTable
0x6fe24f00	0x6fe10000	10024	Misc	SetGameMode
0x6fe250d0	0x6fe10000	10047	ITEMS	ITEMS_LoadAllPaletteTransforms
0x6fe25150	0x6fe10000	10035	Misc	GetTileDirFilename
0x6fe25180	0x6fe10000	10038	Misc	GetTileDirFlags
0x6fe251b0	0x6fe10000	10001	CMP	CMP_GetTileDirRenderData
0x6fe251e0	0x6fe10000	10011	D2CMP	D2CMP_GetTileDirExtraDataPtr
0x6fe25210	0x6fe10000	10083	Misc	GetTileDirTileSize
0x6fe25240	0x6fe10000	10099	Misc	GetTileDirMagic
0x6fe25270	0x6fe10000	10036	Misc	GetTileDirHeight
0x6fe252a0	0x6fe10000	10027	Misc	GetTileDirWidth
0x6fe252d0	0x6fe10000	10048	Misc	GetTileDirNextPtr
0x6fe25300	0x6fe10000	10051	Misc	GetTileDirSubIndex
0x6fe25330	0x6fe10000	10045	Misc	GetTileDirFrameCount
0x6fe25360	0x6fe10000	10022	Misc	GetTileDirFrameArray
0x6fe25390	0x6fe10000	10087	Misc	SetErrorHandlingDisabled
0x6fe253a0	0x6fe10000	10059	Misc	FindMatchingTilesInArray
0x6fe25480	0x6fe10000	10007	Misc	AddTileProjectToArray
0x6fe259b0	0x6fe10000	10056	Misc	AllocateTileCompareNode
0x6fe25b00	0x6fe10000	10088	Misc	EnumerateCelPixels
0x6fe25d10	0x6fe10000	10093	ANIM	ANIM_ResolveLoadedCel
0x6fe25e20	0x6fe10000	10016	ANIM	ANIM_SerializeCelDataToBuffer
0x6fe26250	0x6fe10000	10097	CMP	CMP_AddTileSubtile
0x6fe263b0	0x6fe10000	10063	D2CMP	D2CMP_CreateTileDirectionEntry
0x6fe26600	0x6fe10000	10008	CMP	CMP_FreeCelData
0x6fe26750	0x6fe10000	10014	Misc	BuildTileCelDescriptor
0x6fe269b0	0x6fe10000	10090	D2CMP	D2CMP_FreeTileDirectionChain
0x6fe26a10	0x6fe10000	10046	Misc	EncodeTileDirectionsToPixelData
0x6fe26c20	0x6fe10000	10105	D2CMP	D2CMP_ResetTileHeaderAndExtractSubtiles
